PRI,timestamp,platform_lat,platform_lon,frequency,pulse_width,aoa,df_quality
2006,2025-01-01T12:36:17Z,20.5961,25,1.804,11,93.88,5
2005,2025-01-01T12:36:18Z,20.5972,25,1.804,12,58.33,10
2419,2025-01-01T12:36:19Z,20.5974,25,1.829,7,85.63,5
2003,2025-01-01T12:36:20Z,20.5985,25,1.808,15,100.95,3
3007,2025-01-01T12:36:21Z,20.6004,25,1.835,3,83.8,4
2006,2025-01-01T12:36:22Z,20.6005,25,1.806,10,104.88,4
2654,2025-01-01T12:36:23Z,20.6008,25,1.826,3,93.8,7
2419,2025-01-01T12:36:24Z,20.602,25,1.829,3,92.39,4
2004,2025-01-01T12:36:25Z,20.6025,25,1.806,14,105.94,1
2000,2025-01-01T12:36:26Z,20.6032,25,1.808,12,104.46,1
3007,2025-01-01T12:36:27Z,20.604,25,1.826,7,89.48,3
2006,2025-01-01T12:36:28Z,20.6046,25,1.81,13,51.89,8
2419,2025-01-01T12:36:29Z,20.6049,25,1.84,3,92.31,1
3007,2025-01-01T12:36:30Z,20.6054,25,1.831,3,101.99,8
2281,2025-01-01T12:36:31Z,20.6059,25,1.838,3,70.5,6
2001,2025-01-01T12:36:32Z,20.6061,25,1.806,14,99.29,4
2010,2025-01-01T12:36:33Z,20.6066,25,1.802,15,87.78,6
2654,2025-01-01T12:36:34Z,20.6067,25,1.834,13,94.85,2
2654,2025-01-01T12:36:35Z,20.608,25,1.842,13,90.34,6
2654,2025-01-01T12:36:36Z,20.6094,25,1.843,7,93.49,4
3007,2025-01-01T12:36:37Z,20.6098,25,1.843,7,94.41,1
2654,2025-01-01T12:36:38Z,20.611,25,1.838,7,43.46,9
2419,2025-01-01T12:36:39Z,20.6116,25,1.831,3,95.95,2
3007,2025-01-01T12:36:40Z,20.6126,25,1.841,13,65.68,8
3007,2025-01-01T12:36:41Z,20.6151,25,1.841,7,35.76,8
3007,2025-01-01T12:36:42Z,20.6152,25,1.825,13,94.03,1
2419,2025-01-01T12:36:43Z,20.6169,25,1.825,7,94.07,1
2654,2025-01-01T12:36:44Z,20.6174,25,1.831,3,101.32,10
2006,2025-01-01T12:36:45Z,20.6178,25,1.811,11,96.67,4
2654,2025-01-01T12:36:46Z,20.6181,25,1.838,7,92.09,2
3007,2025-01-01T12:36:47Z,20.6188,25,1.833,7,94.61,1
2419,2025-01-01T12:36:48Z,20.6193,25,1.842,3,97.76,7
2002,2025-01-01T12:36:49Z,20.6196,25,1.805,12,87.12,6
2419,2025-01-01T12:36:50Z,20.6201,25,1.827,7,68.97,8
2006,2025-01-01T12:36:51Z,20.6202,25,1.803,12,105.27,4
2281,2025-01-01T12:36:52Z,20.6222,25,1.83,7,54.84,9
2010,2025-01-01T12:36:53Z,20.6223,25,1.811,12,104.85,1
3007,2025-01-01T12:36:54Z,20.6223,25,1.832,3,46.61,9
3007,2025-01-01T12:36:55Z,20.6228,25,1.837,3,92.42,6
3007,2025-01-01T12:36:56Z,20.6234,25,1.828,7,43.02,9
2654,2025-01-01T12:36:57Z,20.6236,25,1.828,7,93.34,7
2008,2025-01-01T12:36:58Z,20.6239,25,1.802,11,49.73,9
2281,2025-01-01T12:36:59Z,20.6251,25,1.837,3,86.2,4
2419,2025-01-01T12:37:00Z,20.6254,25,1.832,3,88.11,4
2654,2025-01-01T12:37:01Z,20.6271,25,1.843,7,94.31,6
2281,2025-01-01T12:37:02Z,20.6277,25,1.832,13,79.02,7
2008,2025-01-01T12:37:03Z,20.6282,25,1.806,10,105.48,1
2006,2025-01-01T12:37:04Z,20.63,25,1.815,10,105.01,1
2419,2025-01-01T12:37:05Z,20.6301,25,1.842,7,94.36,6
2654,2025-01-01T12:37:06Z,20.6301,25,1.843,7,48.89,9
2654,2025-01-01T12:37:07Z,20.6302,25,1.826,7,81.76,5
2003,2025-01-01T12:37:08Z,20.6315,25,1.81,14,105.34,7
2654,2025-01-01T12:37:09Z,20.6316,25,1.839,3,93.94,4
2419,2025-01-01T12:37:10Z,20.6316,25,1.837,7,88.24,4
2419,2025-01-01T12:37:11Z,20.6329,25,1.841,3,57.53,9
2281,2025-01-01T12:37:12Z,20.6334,25,1.829,3,85.42,4
2419,2025-01-01T12:37:13Z,20.6339,25,1.826,13,89.99,3
2010,2025-01-01T12:37:14Z,20.634,25,1.814,11,107.19,6
2419,2025-01-01T12:37:15Z,20.635,25,1.839,3,91.45,2
2654,2025-01-01T12:37:16Z,20.6352,25,1.83,13,84.51,4
2009,2025-01-01T12:37:17Z,20.6354,25,1.802,12,105.13,2
2001,2025-01-01T12:37:18Z,20.6358,25,1.806,12,99.88,3
2004,2025-01-01T12:37:19Z,20.6359,25,1.806,11,96.08,4
2654,2025-01-01T12:37:20Z,20.6362,25,1.826,13,69.59,8
2008,2025-01-01T12:37:21Z,20.6363,25,1.812,14,87.6,9
2419,2025-01-01T12:37:22Z,20.6364,25,1.827,3,87.38,4
2654,2025-01-01T12:37:23Z,20.6373,25,1.839,3,39,10
3007,2025-01-01T12:37:24Z,20.6375,25,1.832,7,89.11,5
2008,2025-01-01T12:37:25Z,20.6381,25,1.804,11,72.15,9
2008,2025-01-01T12:37:26Z,20.6391,25,1.802,13,108.2,2
2419,2025-01-01T12:37:27Z,20.6391,25,1.837,13,93.14,4
2654,2025-01-01T12:37:28Z,20.6407,25,1.825,13,87.47,4
2281,2025-01-01T12:37:29Z,20.6417,25,1.831,13,94.6,1
2419,2025-01-01T12:37:30Z,20.6425,25,1.828,7,92.11,2
2005,2025-01-01T12:37:31Z,20.6429,25,1.813,11,107.28,1
3007,2025-01-01T12:37:32Z,20.6431,25,1.84,7,88.56,3
2419,2025-01-01T12:37:33Z,20.6433,25,1.835,13,92.27,4
2419,2025-01-01T12:37:34Z,20.6438,25,1.839,7,93.14,1
2419,2025-01-01T12:37:35Z,20.6449,25,1.838,7,80.25,6
2281,2025-01-01T12:37:36Z,20.6461,25,1.825,3,90.43,4
2419,2025-01-01T12:37:37Z,20.6464,25,1.836,3,90.44,4
2419,2025-01-01T12:37:38Z,20.6468,25,1.832,13,79.38,6
2000,2025-01-01T12:37:39Z,20.6474,25,1.803,14,103.84,6
2281,2025-01-01T12:37:40Z,20.6478,25,1.839,3,86.66,4
3007,2025-01-01T12:37:41Z,20.6482,25,1.828,13,82.76,9
2001,2025-01-01T12:37:42Z,20.6483,25,1.813,11,105.65,7
2281,2025-01-01T12:37:43Z,20.649,25,1.833,13,95.75,2
2002,2025-01-01T12:37:44Z,20.6491,25,1.81,14,92.17,5
2009,2025-01-01T12:37:45Z,20.653,25,1.8,14,102.12,3
3007,2025-01-01T12:37:46Z,20.6541,25,1.842,7,81.32,5
2419,2025-01-01T12:37:47Z,20.6543,25,1.838,3,93.03,7
2654,2025-01-01T12:37:48Z,20.6566,25,1.829,3,98.47,6
2419,2025-01-01T12:37:49Z,20.6567,25,1.843,3,95.42,1
2419,2025-01-01T12:37:50Z,20.6568,25,1.826,3,91.28,6
2004,2025-01-01T12:37:51Z,20.6582,25,1.813,10,100.32,4
2281,2025-01-01T12:37:52Z,20.6584,25,1.831,13,80.51,5
2005,2025-01-01T12:37:53Z,20.6585,25,1.801,11,99.37,4
2419,2025-01-01T12:37:54Z,20.6586,25,1.833,13,56.36,8
2005,2025-01-01T12:37:55Z,20.6587,25,1.808,11,89.65,6
2003,2025-01-01T12:37:56Z,20.6594,25,1.811,11,105.62,1
2419,2025-01-01T12:37:57Z,20.6599,25,1.827,3,83.24,5
2419,2025-01-01T12:37:58Z,20.6606,25,1.837,7,94.05,6
2654,2025-01-01T12:37:59Z,20.6609,25,1.827,7,86.85,5
3007,2025-01-01T12:38:00Z,20.6632,25,1.83,7,90.68,3
2419,2025-01-01T12:38:01Z,20.6656,25,1.83,7,90.54,3
3007,2025-01-01T12:38:02Z,20.6671,25,1.837,3,71.78,8
2006,2025-01-01T12:38:03Z,20.6678,25,1.808,11,94.32,5
2009,2025-01-01T12:38:04Z,20.6681,25,1.8,14,107.3,1
2419,2025-01-01T12:38:05Z,20.6702,25,1.834,3,88.56,10
2281,2025-01-01T12:38:06Z,20.6708,25,1.841,7,58.97,8
2002,2025-01-01T12:38:07Z,20.6709,25,1.807,15,106.07,7
2281,2025-01-01T12:38:08Z,20.671,25,1.831,3,95.72,2
2419,2025-01-01T12:38:09Z,20.6714,25,1.839,7,36.36,9
2004,2025-01-01T12:38:10Z,20.6723,25,1.805,15,84.5,7
2281,2025-01-01T12:38:11Z,20.673,25,1.843,13,97.26,2
3007,2025-01-01T12:38:12Z,20.673,25,1.833,3,36.88,8
3007,2025-01-01T12:38:13Z,20.6731,25,1.842,3,55.88,9
2419,2025-01-01T12:38:14Z,20.6734,25,1.832,3,87.18,4
2281,2025-01-01T12:38:15Z,20.6738,25,1.837,3,90.99,3
2654,2025-01-01T12:38:16Z,20.6741,25,1.839,3,86.21,5
3007,2025-01-01T12:38:17Z,20.6745,25,1.827,3,81.06,9
2419,2025-01-01T12:38:18Z,20.6746,25,1.837,3,99.72,8
2009,2025-01-01T12:38:19Z,20.675,25,1.81,12,86.35,6
2654,2025-01-01T12:38:20Z,20.675,25,1.831,3,93.81,2
2010,2025-01-01T12:38:21Z,20.6756,25,1.805,13,106.36,4
3007,2025-01-01T12:38:22Z,20.6764,25,1.841,3,79.05,6
3007,2025-01-01T12:38:23Z,20.6803,25,1.841,3,92.42,2
2008,2025-01-01T12:38:24Z,20.6805,25,1.806,11,102.45,8
2654,2025-01-01T12:38:25Z,20.6805,25,1.831,7,92.63,6
2281,2025-01-01T12:38:26Z,20.6825,25,1.826,13,80.07,6
2419,2025-01-01T12:38:27Z,20.6827,25,1.839,3,96.97,2
2281,2025-01-01T12:38:28Z,20.683,25,1.825,13,89.28,4
2654,2025-01-01T12:38:29Z,20.6832,25,1.84,7,95.48,1
2000,2025-01-01T12:38:30Z,20.6834,25,1.811,15,101.69,8
3007,2025-01-01T12:38:31Z,20.6851,25,1.826,13,90.84,3
2654,2025-01-01T12:38:32Z,20.6862,25,1.833,3,93.04,2
2654,2025-01-01T12:38:33Z,20.6866,25,1.83,7,72.05,7
2654,2025-01-01T12:38:34Z,20.6871,25,1.837,13,70.26,8
2008,2025-01-01T12:38:35Z,20.6872,25,1.814,12,109.98,6
2419,2025-01-01T12:38:36Z,20.6877,25,1.832,7,86.47,5
2281,2025-01-01T12:38:37Z,20.6897,25,1.832,7,94.62,1
2281,2025-01-01T12:38:38Z,20.6909,25,1.837,13,77.53,6
2281,2025-01-01T12:38:39Z,20.6911,25,1.832,7,100.03,9
2419,2025-01-01T12:38:40Z,20.6911,25,1.84,7,45.69,10
2007,2025-01-01T12:38:41Z,20.6916,25,1.809,10,99.07,4
2006,2025-01-01T12:38:42Z,20.6919,25,1.81,10,106.46,6
2004,2025-01-01T12:38:43Z,20.6934,25,1.808,14,103.86,4
2001,2025-01-01T12:38:44Z,20.694,25,1.813,12,110.1,7
2008,2025-01-01T12:38:45Z,20.694,25,1.808,10,85.8,7
2419,2025-01-01T12:38:46Z,20.694,25,1.842,7,96.49,6
3007,2025-01-01T12:38:47Z,20.6942,25,1.825,7,85.7,4
3007,2025-01-01T12:38:48Z,20.6949,25,1.838,13,83.01,5
2654,2025-01-01T12:38:49Z,20.6956,25,1.842,13,104.62,10
2281,2025-01-01T12:38:50Z,20.6957,25,1.832,13,74.02,7
3007,2025-01-01T12:38:51Z,20.6958,25,1.828,13,85.74,4
2654,2025-01-01T12:38:52Z,20.6959,25,1.838,7,92.75,2
2281,2025-01-01T12:38:53Z,20.696,25,1.841,7,47.55,8
2281,2025-01-01T12:38:54Z,20.6965,25,1.825,7,89.93,3
3007,2025-01-01T12:38:55Z,20.6969,25,1.828,13,98.34,7
2654,2025-01-01T12:38:56Z,20.6984,25,1.825,3,89.78,3
2419,2025-01-01T12:38:57Z,20.6989,25,1.825,13,89.6,3
2654,2025-01-01T12:38:58Z,20.6991,25,1.833,3,93.89,6
2007,2025-01-01T12:38:59Z,20.701,25,1.803,12,101.44,3
2419,2025-01-01T12:39:00Z,20.7027,25,1.827,13,89.45,5
2281,2025-01-01T12:39:01Z,20.7031,25,1.841,7,60.32,9
2001,2025-01-01T12:39:02Z,20.7032,25,1.807,13,99.62,10
2281,2025-01-01T12:39:03Z,20.7049,25,1.84,13,44.66,8
2003,2025-01-01T12:39:04Z,20.7056,25,1.803,13,86.91,7
2419,2025-01-01T12:39:05Z,20.7079,25,1.836,13,63.6,9
2002,2025-01-01T12:39:06Z,20.7086,25,1.814,11,101.59,3
2000,2025-01-01T12:39:07Z,20.7087,25,1.812,12,104.07,7
2007,2025-01-01T12:39:08Z,20.7088,25,1.803,12,103.2,4
2654,2025-01-01T12:39:09Z,20.709,25,1.834,7,93.03,2
2281,2025-01-01T12:39:10Z,20.7093,25,1.839,3,97.53,2
2281,2025-01-01T12:39:11Z,20.7102,25,1.841,13,84.2,5
2419,2025-01-01T12:39:12Z,20.7122,25,1.837,13,90.54,7
2281,2025-01-01T12:39:13Z,20.7124,25,1.828,3,67.14,10
2654,2025-01-01T12:39:14Z,20.7144,25,1.835,13,91.81,3
2002,2025-01-01T12:39:15Z,20.7145,25,1.804,11,101.79,3
2281,2025-01-01T12:39:16Z,20.7152,25,1.835,3,89.93,3
2419,2025-01-01T12:39:17Z,20.7153,25,1.839,3,90.21,3
2419,2025-01-01T12:39:18Z,20.7163,25,1.84,3,93.68,2
2419,2025-01-01T12:39:19Z,20.7173,25,1.838,3,95.2,1
2419,2025-01-01T12:39:20Z,20.7186,25,1.828,13,91.9,4
2654,2025-01-01T12:39:21Z,20.7193,25,1.842,3,39.87,8
2419,2025-01-01T12:39:22Z,20.7194,25,1.825,13,90.3,3
2419,2025-01-01T12:39:23Z,20.7195,25,1.826,3,76.28,6
2419,2025-01-01T12:39:24Z,20.72,25,1.833,7,89.07,4
2654,2025-01-01T12:39:25Z,20.7202,25,1.842,3,56.38,9
2281,2025-01-01T12:39:26Z,20.7213,25,1.843,13,93.29,2
3007,2025-01-01T12:39:27Z,20.7214,25,1.841,13,107.81,9
2654,2025-01-01T12:39:28Z,20.7221,25,1.826,13,98.83,7
2000,2025-01-01T12:39:29Z,20.7222,25,1.803,15,91.64,10
2419,2025-01-01T12:39:30Z,20.7224,25,1.84,7,91.05,9
2281,2025-01-01T12:39:31Z,20.7227,25,1.841,7,95.32,1
2006,2025-01-01T12:39:32Z,20.7239,25,1.809,15,99.96,9
3007,2025-01-01T12:39:33Z,20.724,25,1.832,7,98.35,2
2281,2025-01-01T12:39:34Z,20.7241,25,1.84,7,58.92,10
2009,2025-01-01T12:39:35Z,20.7243,25,1.804,13,90.97,9
2009,2025-01-01T12:39:36Z,20.7252,25,1.814,14,102,3
2005,2025-01-01T12:39:37Z,20.7258,25,1.813,10,101.82,3
2654,2025-01-01T12:39:38Z,20.7261,25,1.827,3,96.39,1
2654,2025-01-01T12:39:39Z,20.7269,25,1.832,7,96.41,1
3007,2025-01-01T12:39:40Z,20.7279,25,1.827,13,89.04,5
2004,2025-01-01T12:39:41Z,20.7282,25,1.804,11,41.52,10
3007,2025-01-01T12:39:42Z,20.7283,25,1.841,7,97.14,7
2654,2025-01-01T12:39:43Z,20.7286,25,1.827,7,65.65,8
2419,2025-01-01T12:39:44Z,20.7292,25,1.826,13,87.36,4
2008,2025-01-01T12:39:45Z,20.7308,25,1.802,11,95.48,5
2007,2025-01-01T12:39:46Z,20.7321,25,1.811,13,105.61,2
2419,2025-01-01T12:39:47Z,20.7344,25,1.83,3,95.57,1
3007,2025-01-01T12:39:48Z,20.7344,25,1.837,7,92.21,3
2007,2025-01-01T12:39:49Z,20.7352,25,1.811,11,101.86,5
2002,2025-01-01T12:39:50Z,20.7364,25,1.811,11,107.2,2
3007,2025-01-01T12:39:51Z,20.7375,25,1.835,13,60.91,8
2419,2025-01-01T12:39:52Z,20.739,25,1.825,13,93.66,2
2419,2025-01-01T12:39:53Z,20.7395,25,1.831,3,97.18,1
2006,2025-01-01T12:39:54Z,20.7414,25,1.813,10,96.57,5
3007,2025-01-01T12:39:55Z,20.7414,25,1.836,7,92.16,3
2419,2025-01-01T12:39:56Z,20.7419,25,1.843,13,91.1,5
3007,2025-01-01T12:39:57Z,20.7421,25,1.838,7,101.01,9
2281,2025-01-01T12:39:58Z,20.7426,25,1.826,7,90.67,3
3007,2025-01-01T12:39:59Z,20.7427,25,1.843,13,75.82,7
3007,2025-01-01T12:40:00Z,20.745,25,1.826,7,97.29,1
2002,2025-01-01T12:40:01Z,20.7455,25,1.806,12,109.38,2
2419,2025-01-01T12:40:02Z,20.7457,25,1.836,13,70.48,8
2005,2025-01-01T12:40:03Z,20.7458,25,1.807,12,106.89,2
2654,2025-01-01T12:40:04Z,20.7461,25,1.843,13,88.65,4
2010,2025-01-01T12:40:05Z,20.7474,25,1.813,15,43.71,9
2004,2025-01-01T12:40:06Z,20.7475,25,1.801,11,67.54,10
2419,2025-01-01T12:40:07Z,20.7475,25,1.832,3,74.11,6
3007,2025-01-01T12:40:08Z,20.7479,25,1.833,13,83.12,5
2654,2025-01-01T12:40:09Z,20.7483,25,1.841,7,80.43,7
2654,2025-01-01T12:40:10Z,20.7484,25,1.839,7,92.4,3
3007,2025-01-01T12:40:11Z,20.7484,25,1.826,3,59.68,9
2005,2025-01-01T12:40:12Z,20.7486,25,1.802,10,109.44,1
2002,2025-01-01T12:40:13Z,20.7488,25,1.814,15,101.13,4
2003,2025-01-01T12:40:14Z,20.7508,25,1.8,10,88.64,6
2281,2025-01-01T12:40:15Z,20.751,25,1.833,7,59.71,8
2002,2025-01-01T12:40:16Z,20.7517,25,1.813,14,108.01,1
2654,2025-01-01T12:40:17Z,20.7532,25,1.843,3,99.42,7
2010,2025-01-01T12:40:18Z,20.7537,25,1.806,12,89.59,7
2281,2025-01-01T12:40:19Z,20.7544,25,1.834,3,87.87,4
2010,2025-01-01T12:40:20Z,20.7548,25,1.803,11,69.26,8
2281,2025-01-01T12:40:21Z,20.755,25,1.831,3,95.5,2
2419,2025-01-01T12:40:22Z,20.7553,25,1.827,13,98.56,6
2419,2025-01-01T12:40:23Z,20.756,25,1.834,13,98.02,2
3007,2025-01-01T12:40:24Z,20.7561,25,1.829,3,90.75,4
2419,2025-01-01T12:40:25Z,20.7568,25,1.843,13,95.54,1
2010,2025-01-01T12:40:26Z,20.7586,25,1.805,13,78.39,8
2654,2025-01-01T12:40:27Z,20.7589,25,1.834,3,98.59,2
2281,2025-01-01T12:40:28Z,20.7593,25,1.83,3,97.74,7
3007,2025-01-01T12:40:29Z,20.7596,25,1.84,13,37.8,9
2281,2025-01-01T12:40:30Z,20.7598,25,1.833,13,80.22,8
3007,2025-01-01T12:40:31Z,20.7613,25,1.833,13,87.05,4
2654,2025-01-01T12:40:32Z,20.7623,25,1.834,13,68.79,10
2281,2025-01-01T12:40:33Z,20.7623,25,1.827,7,99.16,2
2002,2025-01-01T12:40:34Z,20.7627,25,1.81,15,108.23,1
3007,2025-01-01T12:40:35Z,20.7627,25,1.834,13,97.17,1
2419,2025-01-01T12:40:36Z,20.7627,25,1.841,13,97.17,1
3007,2025-01-01T12:40:37Z,20.7628,25,1.826,13,71.8,8
2281,2025-01-01T12:40:38Z,20.7628,25,1.837,7,97.67,2
3007,2025-01-01T12:40:39Z,20.764,25,1.826,7,95.69,1
2654,2025-01-01T12:40:40Z,20.7641,25,1.83,3,85.19,10
3007,2025-01-01T12:40:41Z,20.7656,25,1.838,13,78.95,7
2281,2025-01-01T12:40:42Z,20.767,25,1.842,3,78.93,9
2009,2025-01-01T12:40:43Z,20.7684,25,1.801,10,108.76,7
2000,2025-01-01T12:40:44Z,20.7684,25,1.802,13,87.16,6
2281,2025-01-01T12:40:45Z,20.7687,25,1.826,13,90.05,4
2003,2025-01-01T12:40:46Z,20.7711,25,1.803,14,110.9,2
2654,2025-01-01T12:40:47Z,20.7727,25,1.834,3,59.94,8
2008,2025-01-01T12:40:48Z,20.7728,25,1.811,10,86.34,7
3007,2025-01-01T12:40:49Z,20.7747,25,1.829,7,93.02,3
2281,2025-01-01T12:40:50Z,20.7751,25,1.825,7,93.03,4
2000,2025-01-01T12:40:51Z,20.7753,25,1.813,14,108.28,4
2002,2025-01-01T12:40:52Z,20.7754,25,1.802,15,105.44,4
2281,2025-01-01T12:40:53Z,20.7759,25,1.841,7,38.97,8
2419,2025-01-01T12:40:54Z,20.7761,25,1.829,3,98.45,2
2419,2025-01-01T12:40:55Z,20.7773,25,1.84,13,37.49,8
2419,2025-01-01T12:40:56Z,20.7781,25,1.827,3,97.99,2
2001,2025-01-01T12:40:57Z,20.7787,25,1.813,12,43.03,9
2281,2025-01-01T12:40:58Z,20.7816,25,1.84,13,92.05,8
2281,2025-01-01T12:40:59Z,20.7821,25,1.831,13,64.06,10
2000,2025-01-01T12:41:00Z,20.7831,25,1.81,11,73.71,10
3007,2025-01-01T12:41:01Z,20.7832,25,1.827,13,64.08,8
2419,2025-01-01T12:41:02Z,20.7836,25,1.827,13,60.09,8
2654,2025-01-01T12:41:03Z,20.7841,25,1.837,13,76.61,6
2003,2025-01-01T12:41:04Z,20.7844,25,1.811,10,115.35,8
2005,2025-01-01T12:41:05Z,20.7854,25,1.807,12,50.51,10
3007,2025-01-01T12:41:06Z,20.7866,25,1.834,7,94.67,2
2654,2025-01-01T12:41:07Z,20.7893,25,1.84,3,93.32,3
2006,2025-01-01T12:41:08Z,20.7907,25,1.806,12,100.98,4
2654,2025-01-01T12:41:09Z,20.791,25,1.84,3,92.04,5
2008,2025-01-01T12:41:10Z,20.7912,25,1.812,13,107.64,4
2003,2025-01-01T12:41:11Z,20.7912,25,1.815,11,46.15,9
2007,2025-01-01T12:41:12Z,20.7919,25,1.807,12,88.48,7
3007,2025-01-01T12:41:13Z,20.7921,25,1.828,7,79.46,6
3007,2025-01-01T12:41:14Z,20.7924,25,1.841,3,84.91,8
2008,2025-01-01T12:41:15Z,20.7925,25,1.803,13,88.43,8
2654,2025-01-01T12:41:16Z,20.7928,25,1.826,7,79.47,6
2419,2025-01-01T12:41:17Z,20.7929,25,1.84,7,94.8,2
2654,2025-01-01T12:41:18Z,20.7951,25,1.841,13,56.68,10
2281,2025-01-01T12:41:19Z,20.7954,25,1.838,3,66.02,8
2001,2025-01-01T12:41:20Z,20.7959,25,1.81,15,110.4,1
2654,2025-01-01T12:41:21Z,20.7961,25,1.834,3,38.19,9
2007,2025-01-01T12:41:22Z,20.7963,25,1.805,13,82.26,10
2654,2025-01-01T12:41:23Z,20.7966,25,1.835,13,97.11,10
2281,2025-01-01T12:41:24Z,20.7973,25,1.835,7,97.56,6
2654,2025-01-01T12:41:25Z,20.7974,25,1.834,13,79.56,7
2004,2025-01-01T12:41:26Z,20.7976,25,1.808,15,107.43,2
2004,2025-01-01T12:41:27Z,20.7977,25,1.811,14,104.72,3
2001,2025-01-01T12:41:28Z,20.7979,25,1.808,11,99.21,4
2281,2025-01-01T12:41:29Z,20.7995,25,1.827,3,100.3,7
2007,2025-01-01T12:41:30Z,20.7997,25,1.802,15,88.62,6
2419,2025-01-01T12:41:31Z,20.8003,25,1.841,7,96.46,2
2008,2025-01-01T12:41:32Z,20.8008,25,1.804,13,86.84,6
2003,2025-01-01T12:41:33Z,20.8009,25,1.81,15,104.4,8
3007,2025-01-01T12:41:34Z,20.8015,25,1.831,13,79.64,6
2281,2025-01-01T12:41:35Z,20.8018,25,1.84,3,93.28,3
2654,2025-01-01T12:41:36Z,20.802,25,1.83,13,37.25,10
2281,2025-01-01T12:41:37Z,20.802,25,1.829,7,88.82,4
2281,2025-01-01T12:41:38Z,20.8039,25,1.843,7,93.32,3
2010,2025-01-01T12:41:39Z,20.8057,25,1.807,11,54.35,9
2281,2025-01-01T12:41:40Z,20.8057,25,1.832,3,96.46,9
2281,2025-01-01T12:41:41Z,20.8058,25,1.832,13,81.52,6
2000,2025-01-01T12:41:42Z,20.8065,25,1.802,13,107.65,7
3007,2025-01-01T12:41:43Z,20.8071,25,1.825,7,43.56,8
2654,2025-01-01T12:41:44Z,20.808,25,1.843,13,97.12,1
2419,2025-01-01T12:41:45Z,20.8081,25,1.841,3,82.46,6
2419,2025-01-01T12:41:46Z,20.8086,25,1.834,13,98.64,2
2419,2025-01-01T12:41:47Z,20.8087,25,1.841,7,97.14,1
2654,2025-01-01T12:41:48Z,20.8095,25,1.831,13,96.65,1
2654,2025-01-01T12:41:49Z,20.8101,25,1.838,3,47.8,8
2003,2025-01-01T12:41:50Z,20.8104,25,1.807,12,110.18,1
2000,2025-01-01T12:41:51Z,20.8107,25,1.815,15,66.85,8
2654,2025-01-01T12:41:52Z,20.8109,25,1.842,7,99.68,2
2010,2025-01-01T12:41:53Z,20.8115,25,1.808,14,111.21,2
2419,2025-01-01T12:41:54Z,20.8119,25,1.829,3,91.87,4
2281,2025-01-01T12:41:55Z,20.812,25,1.837,13,93.58,3
2281,2025-01-01T12:41:56Z,20.8121,25,1.835,3,87.04,5
2419,2025-01-01T12:41:57Z,20.8122,25,1.825,7,100.54,6
2654,2025-01-01T12:41:58Z,20.8128,25,1.833,7,44.83,8
2654,2025-01-01T12:41:59Z,20.8129,25,1.831,7,97.23,1
2005,2025-01-01T12:42:00Z,20.8134,25,1.804,15,103.27,5
3007,2025-01-01T12:42:01Z,20.8145,25,1.843,13,90.02,4
2003,2025-01-01T12:42:02Z,20.8165,25,1.8,12,91.63,7
2002,2025-01-01T12:42:03Z,20.8174,25,1.812,10,111.82,2
3007,2025-01-01T12:42:04Z,20.8175,25,1.832,7,91.64,5
2419,2025-01-01T12:42:05Z,20.8181,25,1.843,13,99.34,2
2007,2025-01-01T12:42:06Z,20.82,25,1.803,13,103.81,3
2001,2025-01-01T12:42:07Z,20.8205,25,1.814,12,111.89,2
2007,2025-01-01T12:42:08Z,20.8205,25,1.805,14,103.4,7
2007,2025-01-01T12:42:09Z,20.8214,25,1.814,13,56.34,8
3007,2025-01-01T12:42:10Z,20.8218,25,1.84,3,98.02,7
2007,2025-01-01T12:42:11Z,20.822,25,1.801,13,99.67,4
2000,2025-01-01T12:42:12Z,20.8228,25,1.814,10,99.84,5
2009,2025-01-01T12:42:13Z,20.8234,25,1.815,11,103.59,3
2281,2025-01-01T12:42:14Z,20.8255,25,1.836,7,97.49,1
2009,2025-01-01T12:42:15Z,20.8273,25,1.811,14,105.09,3
3007,2025-01-01T12:42:16Z,20.828,25,1.842,13,92.74,7
2419,2025-01-01T12:42:17Z,20.8288,25,1.837,3,70.84,9
2419,2025-01-01T12:42:18Z,20.8292,25,1.833,13,92.22,4
3007,2025-01-01T12:42:19Z,20.8292,25,1.833,13,92.76,5
2281,2025-01-01T12:42:20Z,20.8294,25,1.842,3,94.12,3
2010,2025-01-01T12:42:21Z,20.8322,25,1.803,15,101.81,5
2009,2025-01-01T12:42:22Z,20.8325,25,1.813,11,109.37,4
2003,2025-01-01T12:42:23Z,20.8325,25,1.802,12,116.21,8
2654,2025-01-01T12:42:24Z,20.8331,25,1.827,13,51.91,9
2281,2025-01-01T12:42:25Z,20.8341,25,1.834,7,92.6,3
2009,2025-01-01T12:42:26Z,20.8342,25,1.81,14,105.6,3
2654,2025-01-01T12:42:27Z,20.8343,25,1.827,13,46.31,8
2000,2025-01-01T12:42:28Z,20.8346,25,1.802,10,77.55,9
2005,2025-01-01T12:42:29Z,20.8357,25,1.807,15,109.19,2
2419,2025-01-01T12:42:30Z,20.8361,25,1.833,7,84.79,5
2009,2025-01-01T12:42:31Z,20.8362,25,1.811,13,109.2,2
3007,2025-01-01T12:42:32Z,20.8363,25,1.841,3,87.5,5
2281,2025-01-01T12:42:33Z,20.8363,25,1.833,3,107.3,9
2419,2025-01-01T12:42:34Z,20.8367,25,1.832,13,106.4,10
